Timestamp,Roll,Pitch,Throttle,Yaw,Armed,Mode,IMU_Pitch,IMU_Yaw,IMU_Roll,IMU_GForce,Motor_1,Motor_2,Motor_3,Motor_4
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,False,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,0,0,0,0
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:47,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
2024-08-05 22:45:48,1500,1500,988,1500,True,ANGLE,-1.1807680064089832,-18.60241081999668,7.612311722582059,1.0,404,404,396,396
